arousal
feature_size, train_acc, train_f1, val_acc, val_f1, val_roc
207.0,0.8428030303030304,0.866287191934747,0.49886363636363634,0.5662023659358314,0.5239985213509062
1.0454545454545454,0.5966450216450215,0.6583136710455747,0.49545454545454554,0.5497402796084887,0.5004051472048338
2.3181818181818183,0.6476190476190475,0.6967730899525137,0.553409090909091,0.6109214128593905,0.5631867523071526
3.727272727272727,0.7114718614718615,0.7515237098311772,0.5670454545454545,0.6172530485050841,0.5879880249071614
valence
feature_size, train_acc, train_f1, val_acc, val_f1, val_roc
207.0,0.8531385281385283,0.8445647828829702,0.5443181818181818,0.5092854393747963,0.5471819054938988
1.0,0.6031926406926407,0.5307005822157783,0.5011363636363636,0.4147791485439029,0.4977274093675033
2.1818181818181817,0.6373917748917748,0.575500506445961,0.4943181818181817,0.39281788697016967,0.4876024414486656
3.272727272727273,0.6700757575757577,0.6440219343056449,0.4852272727272728,0.4368465118815926,0.49762894970855936
