arousal
o.1df.ro.negdf,o.2df.sk,o.t.mdf,o.p.mdf,o.t.IRf,o.2df.num.argma,o.DWT.me.P.L,o.std,o.DWT.sk.H,o.DWT.InEn.M,o.ku,o.1df.ku,o.VLF.ro,o.p.mef,o.p.IRf,o.DWT.std.L,o.DWT.ku.H
9,6,6,5,4,4,2,2,2,2,1,1,1,1,1,1,1
valence
o.p.mdf,o.ku,o.MF.ro,o.DWT.sk.H,o.2df.num.argma,o.me.1df,o.t.mef,o.p.IRf,o.std,o.2df.me.2absdf,o.rms.20,o.DWT.ApEn.L,o.1df.sk,o.1df.me.2df,o.1df.ro.negdf,o.1df.num.argmi,o.2df.num.argmi,o.LF.ro,o.HF.s,o.VLF.ro
14,11,9,8,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1
