arousal
bd.m.p.rmp.7,bd.m.p.rmp.10,bd.m.t.mdf,bd.m.p.VHF.mi,bd.m.t.mef,bd.m.p.DWT.sk.H,bd.m.t.rmp.17,bd.m.t.DWT.sk.H,bd.m.t.DWT.ku.L,bd.m.t.2df.me.2df,bd.m.p.rmp.9,bd.m.p.rmp.1,bd.m.p.HF.mi,bd.m.p.rmp.8,bd.m.t.IRf,bd.m.t.ro.negdf,bd.m.p.me.2df
17,10,5,3,3,2,2,1,1,1,1,1,1,1,1,1,1
valence
bd.m.p.VLF.ro,bd.m.t.ku,bd.m.t.DWT.me.E.M,bd.m.t.DWT.sk.L,bd.m.p.DWT.sk.H,bd.m.p.mdf,bd.m.t.sk,bd.m.t.1df.ro.negdf,bd.m.t.mdf,bd.m.t.IRf,bd.m.meSR,bd.m.t.2df.sk,bd.m.t.mef,bd.m.t.DWT.ku.H,bd.m.t.DWT.sk.M,bd.m.t.DWT.ApEn.M,bd.m.t.DWT.ApEn.L,bd.m.t.rms.8,bd.m.p.2df.me.2df,bd.m.p.rms.20
12,11,7,6,6,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1
