arousal
o.1df.ro.negdf,o.t.mdf,o.2df.num.argma,o.DWT.me.P.L,o.p.mdf,o.2df.sk,o.t.IRf,o.DWT.sk.H,o.1df.ku,o.p.IRf,o.ku,o.HF.ro,o.1df.num.argmi,o.p.mef
16,7,6,6,5,4,4,1,1,1,1,1,1,1
valence
o.p.mdf,o.ku,o.DWT.sk.H,o.MF.ro,o.t.mef,o.DWT.ku.H,o.2df.num.argma,o.VLF.ro,o.DWT.ApEn.L,o.1df.me.2df,o.ro.negdf,o.DWT.ApEn.H,o.DWT.me.P.L,o.rms.9,o.2df.sk,o.DWT.ku.M,o.DWT.sk.L,o.sk,o.2df.num.argmi,o.DWT.ku.L
14,12,12,9,8,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3
