arousal
bd.l.p.VHF.mi,bd.l.p.InEn,bd.l.p.DWT.ku.M,bd.l.t.mdf,bd.l.t.mef,bd.l.p.1df.ro.negdf,bd.l.p.HF.mi,bd.l.p.DWT.sk.H,bd.l.p.rms.6,bd.l.t.DWT.std.H,bd.l.t.DWT.sk.H,bd.l.p.DWT.ApEn.M,bd.l.p.1df.me.2df,bd.l.t.2df.me.2df,bd.l.p.DWT.ku.H,bd.l.p.sk
18,8,4,4,3,2,2,1,1,1,1,1,1,1,1,1
valence
bd.l.p.2df.num.argma,bd.l.t.2df.ro.negdf,bd.l.t.DWT.sk.L,bd.l.t.DWT.sk.H,bd.l.t.1df.sk,bd.l.meriseT,bd.l.t.ku,bd.l.t.LF.mi,bd.l.t.mif,bd.l.p.DWT.sk.L,bd.l.p.DWT.me.E.M,bd.l.p.DWT.sk.M,bd.l.p.DWT.me.P.H,bd.l.p.2df.me.2df,bd.l.p.2df.num.argmi,bd.l.p.LF.ro,bd.l.p.VHF.ro,bd.l.p.DWT.me.E.H,bd.l.p.rmp.16,bd.l.t.me
16,8,6,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1
