arousal
lo.h.p.VHF.mi,lo.h.t.DWT.sk.H,lo.h.t.mdf,lo.h.p.me.2df,lo.h.p.DWT.ApEn.L,lo.h.p.HF.mi,lo.h.t.ku,lo.h.p.VHF.s,lo.h.p.DWT.sk.L,lo.h.p.HF.ro,lo.h.p.2df.ku,lo.h.p.mif,lo.h.p.mdf,lo.h.t.mif,lo.h.t.1df.ro.negdf
21,6,5,4,3,2,2,2,1,1,1,1,1,1,1
valence
lo.h.t.ku,lo.h.p.DWT.sk.H,lo.h.t.DWT.sk.H,lo.h.p.IRf,lo.h.t.DWT.sk.L,lo.h.p.mdf,lo.h.p.num.argma,lo.h.t.DWT.ku.H,lo.h.durSR,lo.h.p.ku,lo.h.p.1df.ro.negdf,lo.h.p.HF.mi,lo.h.p.DWT.me.E.M,lo.h.t.DWT.ApEn.M,lo.h.p.DWT.ku.H,lo.h.p.DWT.ApEn.H,lo.h.p.DWT.ku.L,lo.h.p.2df.ro.negdf,lo.h.t.sk,lo.h.p.HF.ro
12,11,9,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
